Cuntrycd,Stkcd,Stknme,Conme,Conme_en,Indcd,Indnme,Nindcd,Nindnme,Nnindcd,Nnindnme,Estbdt,Listdt,Favaldt,Curtrd,Ipoprm,Ipoprc,Ipocur,Nshripo,Parvcur,Ipodt,Parval,Sctcd,Statco,Crcd,Statdt,Commnt,Markettype
10,2182,云海金属,南京云海特种金属股份有限公司,"NANJING YUNHAI SPECIAL METALS CO., LTD.",5,工业,C67,有色金属冶炼及压延加工业,C32,有色金属冶炼及压延加工业,1993/11/30,2007/11/13,2007/11/13,CNY,9.79,10.79,CNY,48000,CNY,2007/10/31,1,2,A,,2017/4/27,,4
10,2183,怡亚通,深圳市怡亚通供应链股份有限公司,Eternal Asia Supply Chain Management Ltd.,2,公用事业,K2010,会计、统计、审计咨询服务业,L72,商务服务业,2004/3/30,2007/11/13,2007/11/13,CNY,23.89,24.89,CNY,31000,CNY,2007/10/31,1,2,A,,2017/9/5,,4
10,2184,海得控制,上海海得控制系统股份有限公司,"Shanghai Hi-tech Control System Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,1994/3/15,2007/11/16,2007/11/16,CNY,11.9,12.9,CNY,28000,CNY,2007/11/5,1,2,A,,2017/4/27,,4
10,2185,华天科技,天水华天科技股份有限公司,"Tianshui Huatian Technology Co., Ltd.",5,工业,C51,电子元器件制造业,C39,计算机、通信和其他电子设备制造业,2003/12/25,2007/11/20,2007/11/20,CNY,9.55,10.55,CNY,44000,CNY,2007/11/6,1,2,A,,2017/4/27,,4
10,2186,全聚德,中国全聚德(集团)股份有限公司,China Quanjude(Group) Co. Ltd.,6,商业,K30,餐饮业,H62,餐饮业,1994/6/16,2007/11/20,2007/11/20,CNY,10.39,11.39,CNY,36000,CNY,2007/11/5,1,2,A,,2017/4/27,,4
10,2187,广百股份,广州市广百股份有限公司,"Guangzhou Grandbuy Co., Ltd.",6,商业,H11,零售业,F52,零售业,2002/4/30,2007/11/22,2007/11/22,CNY,10.68,11.68,CNY,40000,CNY,2007/11/8,1,2,A,,2017/4/27,,4
10,2188,巴士在线,巴士在线股份有限公司,"Bus Online Co.,Ltd.",2,公用事业,K20,专业、科研服务业,L72,商务服务业,2006/11/22,2007/11/22,2007/11/22,CNY,9.07,10.07,CNY,20000,CNY,2007/11/8,1,2,A,,2017/4/27,,4
10,2189,利达光电,利达光电股份有限公司,"Lida Optical and Electronic Co., Ltd.",5,工业,C51,电子元器件制造业,C39,计算机、通信和其他电子设备制造业,2006/6/28,2007/12/3,2007/12/3,CNY,4.1,5.1,CNY,50000,CNY,2007/11/15,1,2,N,,2017/9/8,,4
10,2190,成飞集成,四川成飞集成科技股份有限公司,Sichuan ChenGFei Integration Technology Corp. Ltd.,5,工业,C73,专用设备制造业,C35,专用设备制造业,2000/12/6,2007/12/3,2007/12/3,CNY,8.9,9.9,CNY,27000,CNY,2007/11/15,1,2,A,,2017/4/27,,4
10,2191,劲嘉股份,深圳劲嘉集团股份有限公司,"SHENZHEN JINJIA GROUP CO.,LTD.",5,工业,C35,印刷业,C23,印刷和记录媒介复制业,2003/6/13,2007/12/5,2007/12/5,CNY,16.78,17.78,CNY,67500,CNY,2007/11/21,1,2,A,,2017/4/27,,4
10,2192,融捷股份,融捷股份有限公司,"YOUNGY Co.,Ltd.",5,工业,G81,通信及相关设备制造业,C39,计算机、通信和其他电子设备制造业,2001/12/22,2007/12/5,2007/12/5,CNY,8.29,9.29,CNY,15200,CNY,2007/11/21,1,2,A,,2017/7/25,,4
10,2193,如意集团,山东如意毛纺服装集团股份有限公司,"Shandong Ruyi Woolen Garment Group Co., Ltd",5,工业,C11,纺织业,C17,纺织业,1993/12/28,2007/12/7,2007/12/7,CNY,12.07,13.07,CNY,20000,CNY,2007/11/26,1,2,A,,2017/4/27,,4
10,2194,武汉凡谷,武汉凡谷电子技术股份有限公司,"WUHAN FINGU ELECTRONIC TECHNOLOGY CO., LTD.",5,工业,G81,通信及相关设备制造业,C39,计算机、通信和其他电子设备制造业,2002/12/31,2007/12/7,2007/12/7,CNY,20.1,21.1,CNY,53800,CNY,2007/11/26,1,2,A,,2017/4/27,,4
10,2195,二三四五,上海二三四五网络控股集团股份有限公司,"Shanghai 2345 Network Holding Group Co., Ltd.",2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,2001/7/24,2007/12/12,2007/12/12,CNY,9.49,10.49,CNY,14500,CNY,2007/11/30,1,2,A,,2017/4/27,,4
10,2196,方正电机,浙江方正电机股份有限公司,Zhejiang Founder Motor Limited Company,5,工业,C73,专用设备制造业,C35,专用设备制造业,2001/12/20,2007/12/12,2007/12/12,CNY,6.48,7.48,CNY,20000,CNY,2007/11/30,1,2,A,,2017/9/4,,4
10,2197,证通电子,深圳市证通电子股份有限公司,"SZZT Electronics Co., Ltd.",5,工业,C71,普通机械制造业,C34,通用设备制造业,2006/12/6,2007/12/18,2007/12/18,CNY,10.28,11.28,CNY,22000,CNY,2007/12/4,1,2,A,,2017/4/27,,4
10,2198,嘉应制药,广东嘉应制药股份有限公司,"Guangdong Jiaying Pharmaceutical Co., Ltd.",5,工业,C81,医药制造业,C27,医药制造业,2005/6/1,2007/12/18,2007/12/18,CNY,4.99,5.99,CNY,20500,CNY,2007/12/6,1,2,A,,2017/4/27,,4
10,2199,东晶电子,浙江东晶电子股份有限公司,"ZHEJIANG EAST CRYSTAL ELECTRONIC CO., LTD.",5,工业,C51,电子元器件制造业,C39,计算机、通信和其他电子设备制造业,2004/7/30,2007/12/21,2007/12/21,CNY,7.8,8.8,CNY,16000,CNY,2007/12/10,1,2,A,,2017/4/27,,4
10,2200,云投生态,云南云投生态环境科技股份有限公司,"Yunnan Yuntou Ecology and Environment Technology Co.,Ltd.",4,综合,A03,林业,A02,林业,2001/3/28,2007/12/21,2007/12/21,CNY,15.49,16.49,CNY,21000,CNY,2007/12/7,1,2,A,,2017/4/27,,4
10,2201,九鼎新材,江苏九鼎新材料股份有限公司,"JIANGSU JIUDING NEW MATERIAL CO., LTD.",5,工业,C61,非金属矿物制品业,C30,非金属矿物制品业,1994/6/30,2007/12/26,2007/12/26,CNY,9.19,10.19,CNY,20000,CNY,2007/12/11,1,2,A,,2017/4/27,,4
10,2202,金风科技,新疆金风科技股份有限公司,"Xinjiang Goldwind Science and Technology Co., Ltd.",5,工业,C71,普通机械制造业,C34,通用设备制造业,2001/3/26,2007/12/26,2007/12/26,CNY,35,36,CNY,50000,CNY,2007/12/14,1,2,A,,2017/4/27,2208,4
10,2203,海亮股份,浙江海亮股份有限公司,"ZHEJIANG HAILIANG CO., LTD.",5,工业,C67,有色金属冶炼及压延加工业,C32,有色金属冶炼及压延加工业,2001/10/29,2008/1/16,2008/1/16,CNY,10.17,11.17,CNY,55000,CNY,2008/1/3,1,2,A,,2017/5/2,,4
10,2204,大连重工,大连华锐重工集团股份有限公司,"Dalian Huarui Heavy Industry Group Co., Ltd.",5,工业,C73,专用设备制造业,C35,专用设备制造业,2007/3/19,2008/1/16,2008/1/16,CNY,9.78,10.78,CNY,54000,CNY,2008/1/3,1,2,A,,2017/4/27,,4
10,2205,国统股份,新疆国统管道股份有限公司,"Xinjiang Guotong Pipeline Co., Ltd.",5,工业,C61,非金属矿物制品业,C30,非金属矿物制品业,2001/8/30,2008/1/23,2008/1/23,CNY,6.69,7.69,CNY,20000,CNY,2008/1/9,1,2,A,,2017/4/27,,4
10,2206,海利得,浙江海利得新材料股份有限公司,"Zhejiang Hailide New Material Co., Ltd.",5,工业,C47,化学纤维制造业,C28,化学纤维制造业,2001/5/21,2008/1/23,2008/1/23,CNY,13.69,14.69,CNY,32000,CNY,2008/1/10,1,2,A,,2017/4/27,,4
10,2207,*ST 准油,新疆准东石油技术股份有限公司,"XINJIANG ZHUNDONG PETROLEUM TECHNOLOGY CO., LTD.",5,工业,B50,采掘服务业,B11,开采辅助活动,2003/12/29,2008/1/28,2008/1/28,CNY,6.85,7.85,CNY,25000,CNY,2008/1/17,1,2,A,,2017/4/28,,4
10,2208,合肥城建,合肥城建发展股份有限公司,"Hefei Urban Construction Development Co., Ltd.",3,房地产,J01,房地产开发与经营业,K70,房地产业,1999/9/7,2008/1/28,2008/1/28,CNY,14.6,15.6,CNY,26700,CNY,2008/1/17,1,2,A,,2017/4/27,,4
10,2209,达意隆,广州达意隆包装机械股份有限公司,"GUANGZHOU TECH-LONG PACKING MACHINE CO., LTD.",5,工业,C73,专用设备制造业,C35,专用设备制造业,2006/12/13,2008/1/30,2008/1/30,CNY,3.24,4.24,CNY,29000,CNY,2008/1/21,1,2,A,,2017/4/27,,4
10,2210,飞马国际,深圳市飞马国际供应链股份有限公司,"SHENZHEN FEIMA INTERNATIONAL SUPPLY CHAIN CO., LTD.",2,公用事业,K2010,会计、统计、审计咨询服务业,L72,商务服务业,2006/12/25,2008/1/30,2008/1/30,CNY,6.79,7.79,CNY,35000,CNY,2008/1/21,1,2,A,,2017/4/27,,4
10,2211,宏达新材,江苏宏达新材料股份有限公司,"JIANGSU HONGDA NEW MATERIAL CO., LTD.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2002/4/24,2008/2/1,2008/2/1,CNY,9.49,10.49,CNY,61000,CNY,2008/1/23,1,2,A,,2017/4/27,,4
10,2212,南洋股份,南洋天融信科技集团股份有限公司,Nanyang Topsec Technologies Group Inc.,5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,2005/8/3,2008/2/1,2008/2/1,CNY,14.12,15.12,CNY,38000,CNY,2008/1/22,1,2,A,,2017/4/27,,4
10,2213,特尔佳,深圳市特尔佳科技股份有限公司,"Shenzhen Terca Technology Co., Ltd.",5,工业,C7505,汽车制造业,C36,汽车制造业,2000/10/25,2008/2/1,2008/2/1,CNY,3.7,4.7,CNY,26000,CNY,2008/1/22,1,2,A,,2017/4/27,,4
10,2214,大立科技,浙江大立科技股份有限公司,"Zhejiang Dali Technology Co., Ltd.",5,工业,C57,其他电子设备制造业,C39,计算机、通信和其他电子设备制造业,2005/11/17,2008/2/18,2008/2/18,CNY,5.8,6.8,CNY,25000,CNY,2008/1/28,1,2,A,,2017/4/27,,4
10,2215,诺普信,深圳诺普信农化股份有限公司,"Shenzhen Noposion Pesticide Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2005/11/22,2008/2/18,2008/2/18,CNY,8.95,9.95,CNY,30000,CNY,2008/1/28,1,2,A,,2017/4/27,,4
10,2216,三全食品,三全食品股份有限公司,"Sanquan Food Co.,Ltd",5,工业,C03,食品制造业,C14,食品制造业,2001/6/28,2008/2/20,2008/2/20,CNY,20.59,21.59,CNY,23500,CNY,2008/1/30,1,2,A,,2017/4/27,,4
10,2217,合力泰,合力泰科技股份有限公司,"Holitech Technology Co., Ltd.",5,工业,C51,电子元器件制造业,C39,计算机、通信和其他电子设备制造业,2006/3/9,2008/2/20,2008/2/20,CNY,10.39,11.39,CNY,31000,CNY,2008/1/31,1,2,A,,2017/4/27,,4
10,2218,拓日新能,深圳市拓日新能源科技股份有限公司,"SHENZHEN TOPRAYSOLAR CO., LTD.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,2007/2/16,2008/2/28,2008/2/28,CNY,9.79,10.79,CNY,40000,CNY,2008/2/13,1,2,A,,2017/4/27,,4
10,2219,恒康医疗,恒康医疗集团股份有限公司,"Hengkang medical Group Co.,LTD.",5,工业,C81,医药制造业,C27,医药制造业,2006/12/29,2008/3/6,2008/3/6,CNY,5.18,6.18,CNY,23400,CNY,2008/2/21,1,2,A,,2017/5/19,,4
10,2220,天宝食品,大连天宝绿色食品股份有限公司,"Dalian Tianbao Green Foods Co.,Ltd.",5,工业,C01,食品加工业,C13,农副食品加工业,2001/5/16,2008/2/28,2008/2/28,CNY,16.07,17.07,CNY,18000,CNY,2008/2/15,1,2,A,,2017/4/27,,4
10,2221,东华能源,东华能源股份有限公司,"ORIENTAL ENERGY CO., LTD.",6,商业,H03,能源、材料和机械电子设备批发业,F51,批发业,2007/3/22,2008/3/6,2008/3/6,CNY,4.69,5.69,CNY,56000,CNY,2008/2/22,1,2,A,,2017/4/27,,4
10,2222,福晶科技,福建福晶科技股份有限公司,Castech Inc.,5,工业,C51,电子元器件制造业,C39,计算机、通信和其他电子设备制造业,2006/10/31,2008/3/19,2008/3/19,CNY,6.79,7.79,CNY,47500,CNY,2008/3/5,1,2,A,,2017/4/27,,4
10,2223,鱼跃医疗,江苏鱼跃医疗设备股份有限公司,"Jiangsu Yuyue Medical Equipment and Supply Co., Ltd.",5,工业,C73,专用设备制造业,C35,专用设备制造业,2007/6/28,2008/4/18,2008/4/18,CNY,8.48,9.48,CNY,26000,CNY,2008/4/8,1,2,A,,2017/4/27,,4
10,2224,三力士,三力士股份有限公司,"Sanlux Co.,Ltd.",5,工业,C48,橡胶制造业,C29,橡胶和塑料制品业,2002/11/11,2008/4/25,2008/4/25,CNY,8.38,9.38,CNY,19000,CNY,2008/4/15,1,2,A,,2017/4/27,,4
10,2225,濮耐股份,濮阳濮耐高温材料(集团)股份有限公司,"Puyang Refractories Group Co., Ltd.",5,工业,C61,非金属矿物制品业,C30,非金属矿物制品业,2007/6/20,2008/4/25,2008/4/25,CNY,3.79,4.79,CNY,60000,CNY,2008/4/15,1,2,A,,2017/4/27,,4
10,2226,江南化工,安徽江南化工股份有限公司,"Anhui Jiangnan Chemical Industry Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2005/12/28,2008/5/6,2008/5/6,CNY,11.6,12.6,CNY,13500,CNY,2008/4/22,1,2,N,,2017/9/25,,4
10,2227,奥特迅,深圳奥特迅电力设备股份有限公司,"SHENZHEN AUTO ELECTRIC POWER PLANT CO., LTD.",5,工业,C7610,输配电及控制设备制造业,C38,电气机械及器材制造业,2007/3/12,2008/5/6,2008/5/6,CNY,13.37,14.37,CNY,27500,CNY,2008/4/22,1,2,A,,2017/4/27,,4
10,2228,合兴包装,厦门合兴包装印刷股份有限公司,"Xiamen Hexing Packaging Printing Co., Ltd.",5,工业,C31,造纸及纸制品业,C22,造纸及纸制品业,2007/1/30,2008/5/8,2008/5/8,CNY,9.15,10.15,CNY,25000,CNY,2008/4/22,1,2,A,,2017/4/27,,4
10,2229,鸿博股份,鸿博股份有限公司,"HONGBO CO.,LTD.",5,工业,C35,印刷业,C23,印刷和记录媒介复制业,1999/6/15,2008/5/8,2008/5/8,CNY,12.88,13.88,CNY,20000,CNY,2008/4/22,1,2,A,,2017/4/27,,4
10,2230,科大讯飞,科大讯飞股份有限公司,"IFLYTEK CO.,LTD.",2,公用事业,L20,信息传播服务业,I65,软件和信息技术服务业,2007/4/26,2008/5/12,2008/5/12,CNY,11.66,12.66,CNY,26800,CNY,2008/4/25,1,2,A,,2017/4/27,,4
10,2231,奥维通信,奥维通信股份有限公司,"ALLWIN TELECOMMUNICATION CO., LTD.",5,工业,G81,通信及相关设备制造业,C39,计算机、通信和其他电子设备制造业,2005/9/26,2008/5/12,2008/5/12,CNY,7.46,8.46,CNY,27000,CNY,2008/4/25,1,2,A,,2017/5/31,,4
10,2232,启明信息,启明信息技术股份有限公司,Qiming Information Technology Co.Ltd.,2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,2006/7/27,2008/5/9,2008/5/9,CNY,8.44,9.44,CNY,32000,CNY,2008/4/25,1,2,A,,2017/4/27,,4
10,2233,塔牌集团,广东塔牌集团股份有限公司,"Guangdong Tapai Group Co., Ltd.",5,工业,C61,非金属矿物制品业,C30,非金属矿物制品业,2007/4/28,2008/5/16,2008/5/16,CNY,9.03,10.03,CNY,100000,CNY,2008/5/6,1,2,A,,2017/4/27,,4
10,2234,民和股份,山东民和牧业股份有限公司,"Shandong Minhe Animal Husbandry Co., Ltd.",4,综合,A0505,家禽饲养业,A03,畜牧业,2000/12/1,2008/5/16,2008/5/16,CNY,9.61,10.61,CNY,27000,CNY,2008/5/6,1,2,A,,2017/4/27,,4
10,2235,安妮股份,厦门安妮股份有限公司,XIAMEN ANNE CORPORATION LIMITED,5,工业,C31,造纸及纸制品业,C22,造纸及纸制品业,2007/5/25,2008/5/16,2008/5/16,CNY,9.91,10.91,CNY,25000,CNY,2008/5/6,1,2,A,,2017/4/27,,4
10,2236,大华股份,浙江大华技术股份有限公司,"ZHEJIANG DAHUA TECHNOLOGY CO., LTD.",5,工业,C57,其他电子设备制造业,C39,计算机、通信和其他电子设备制造业,2002/4/4,2008/5/20,2008/5/20,CNY,23.24,24.24,CNY,16800,CNY,2008/5/8,1,2,A,,2017/4/27,,4
10,2237,恒邦股份,山东恒邦冶炼股份有限公司,"SHANDONG HUMON SMELTING CO., LTD.",5,工业,C67,有色金属冶炼及压延加工业,C32,有色金属冶炼及压延加工业,1997/6/26,2008/5/20,2008/5/20,CNY,24.98,25.98,CNY,24000,CNY,2008/5/8,1,2,A,,2017/4/27,,4
10,2238,天威视讯,深圳市天威视讯股份有限公司,"Shenzhen Topway Video Communication Co., Ltd.",2,公用事业,G85,通信服务业,I63,电信、广播电视和卫星传输服务,2003/3/11,2008/5/26,2008/5/26,CNY,5.98,6.98,CNY,67000,CNY,2008/5/12,1,2,A,,2017/4/27,,4
10,2239,奥特佳,奥特佳新能源科技股份有限公司,"Aotecar New Energy Technology Co.,Ltd.",5,工业,C75,交通运输设备制造业,C36,汽车制造业,2002/6/13,2008/5/22,2008/5/22,CNY,8.33,9.33,CNY,34000,CNY,2008/5/12,1,2,A,,2017/4/27,,4
10,2240,威华股份,广东威华股份有限公司,GUANGDONG WEIHUA CORPORATION,5,工业,C21,木材加工及竹、藤、棕、草制品业,C20,木材加工及木、竹、藤、棕、草制品业,2006/12/29,2008/5/23,2008/5/23,CNY,14.7,15.7,CNY,76690,CNY,2008/5/13,1,2,A,,2017/6/19,,4
10,2241,歌尔股份,歌尔股份有限公司,GOERTEK INC.,5,工业,C51,电子元器件制造业,C39,计算机、通信和其他电子设备制造业,2001/6/25,2008/5/22,2008/5/22,CNY,17.78,18.78,CNY,30000,CNY,2008/5/14,1,2,A,,2017/4/27,,4
10,2242,九阳股份,九阳股份有限公司,"JOYOUNG CO., LTD.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,2007/9/19,2008/5/28,2008/5/28,CNY,21.54,22.54,CNY,67000,CNY,2008/5/16,1,2,A,,2017/4/27,,4
10,2243,通产丽星,深圳市通产丽星股份有限公司,"Shenzhen Beauty Star Co., Ltd.",5,工业,C49,塑料制造业,C29,橡胶和塑料制品业,2007/4/29,2008/5/28,2008/5/28,CNY,6.78,7.78,CNY,40500,CNY,2008/5/16,1,2,A,,2017/4/27,,4
10,2244,滨江集团,杭州滨江房产集团股份有限公司,"HANGZHOU BINJIANG REAL ESTATE GROUP CO., LTD.",3,房地产,J01,房地产开发与经营业,K70,房地产业,2006/12/6,2008/5/29,2008/5/29,CNY,19.31,20.31,CNY,60000,CNY,2008/5/19,1,2,A,,2017/4/27,,4
10,2245,澳洋顺昌,江苏澳洋顺昌股份有限公司,"Jiangsu Aucksun Co., Ltd.",2,公用事业,F11,交通运输辅助业,G58,装卸搬运和运输代理业,2002/9/30,2008/6/5,2008/6/5,CNY,15.38,16.38,CNY,15200,CNY,2008/5/26,1,2,A,,2017/8/8,,4
10,2246,北化股份,四川北方硝化棉股份有限公司,"Sichuan Nitrocell Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2005/9/2,2008/6/5,2008/6/5,CNY,5.95,6.95,CNY,49500,CNY,2008/5/27,1,2,A,,2017/7/21,,4
10,2247,帝龙文化,浙江帝龙文化发展股份有限公司,"Zhejiang Dilong Culture Development Co.,Ltd.",5,工业,C99,其他制造业,C41,其他制造业,2007/6/18,2008/6/12,2008/6/12,CNY,15.05,16.05,CNY,16800,CNY,2008/5/28,1,2,A,,2017/4/27,,4
10,2248,*ST 东数,威海华东数控股份有限公司,"Weihai Huadong Automation Co., Ltd.",5,工业,C71,普通机械制造业,C34,通用设备制造业,2002/3/4,2008/6/12,2008/6/12,CNY,8.8,9.8,CNY,30000,CNY,2008/6/3,1,2,A,,2017/9/11,,4
10,2249,大洋电机,中山大洋电机股份有限公司,"Zhongshan Broad-ocean Motor Co., Ltd.",5,工业,C7601,电机制造业,C38,电气机械及器材制造业,2006/6/23,2008/6/19,2008/6/19,CNY,24.6,25.6,CNY,32000,CNY,2008/6/5,1,2,A,,2017/4/27,,4
10,2250,联化科技,联化科技股份有限公司,"Lianhe Chemical Technology Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2001/8/29,2008/6/19,2008/6/19,CNY,9.52,10.52,CNY,32300,CNY,2008/6/5,1,2,A,,2017/4/27,,4
10,2251,步步高,步步高商业连锁股份有限公司,"Better Life Commercial Chain Share Co., Ltd.",6,商业,H11,零售业,F52,零售业,2003/12/11,2008/6/19,2008/6/19,CNY,25.08,26.08,CNY,35000,CNY,2008/6/6,1,2,A,,2017/4/27,,4
10,2252,上海莱士,上海莱士血液制品股份有限公司,"SHANGHAI RAAS BLOOD PRODUCTS CO., LTD.",5,工业,C85,生物制品业,C27,医药制造业,1988/10/29,2008/6/23,2008/6/23,CNY,11.81,12.81,CNY,40000,CNY,2008/6/11,1,2,A,,2017/9/21,,4
10,2253,川大智胜,四川川大智胜软件股份有限公司,"Wisesoft Co., Ltd.",2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,2000/11/22,2008/6/23,2008/6/23,CNY,13.75,14.75,CNY,13000,CNY,2008/6/11,1,2,A,,2017/4/27,,4
10,2254,泰和新材,烟台泰和新材料股份有限公司,"Yantai Tayho Advanced Materials Co., Ltd.",5,工业,C47,化学纤维制造业,C28,化学纤维制造业,1993/5/20,2008/6/25,2008/6/25,CNY,17.59,18.59,CNY,32000,CNY,2008/6/16,1,2,A,,2017/4/27,,4
10,2255,海陆重工,苏州海陆重工股份有限公司,"Suzhou Hailu Heavy Industry Co., Ltd.",5,工业,C71,普通机械制造业,C34,通用设备制造业,2007/4/23,2008/6/25,2008/6/25,CNY,9.46,10.46,CNY,27700,CNY,2008/6/16,1,2,A,,2017/7/21,,4
10,2256,兆新股份,深圳市兆新能源股份有限公司,"Shenzhen Sunrise New Energy Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,1995/11/20,2008/6/25,2008/6/25,CNY,11.56,12.56,CNY,22000,CNY,2008/6/16,1,2,N,,2017/6/5,,4
10,2258,利尔化学,利尔化学股份有限公司,"Lier Chemical Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,1993/2/24,2008/7/8,2008/7/8,CNY,15.06,16.06,CNY,34000,CNY,2008/6/26,1,2,A,,2017/4/27,,4
10,2259,升达林业,四川升达林业产业股份有限公司,"Sichuan Shengda Forestry Industry Co., Ltd.",5,工业,D03,煤气生产和供应业,D45,燃气生产和供应业,2005/12/26,2008/7/16,2008/7/16,CNY,3.56,4.56,CNY,55000,CNY,2008/7/7,1,2,A,,2017/9/19,,4
10,2260,德奥通航,德奥通用航空股份有限公司,"DEA General Aviation Holding Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,2006/8/30,2008/7/16,2008/7/16,CNY,5.66,6.66,CNY,30000,CNY,2008/7/7,1,2,N,,2016/12/5,,4
10,2261,拓维信息,拓维信息系统股份有限公司,"Talkweb Information System Co., Ltd.",2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,2001/5/31,2008/7/23,2008/7/23,CNY,14.37,15.37,CNY,20000,CNY,2008/7/14,1,2,A,,2017/4/27,,4
10,2262,恩华药业,江苏恩华药业股份有限公司,"Jiangsu Nhwa Pharmaceutical Co., Ltd.",5,工业,C81,医药制造业,C27,医药制造业,2007/4/29,2008/7/23,2008/7/23,CNY,4.68,5.68,CNY,30000,CNY,2008/7/14,1,2,A,,2017/4/27,,4
10,2263,大东南,浙江大东南股份有限公司,"Zhejiang Great Southeast Co.,Ltd.",5,工业,C49,塑料制造业,C29,橡胶和塑料制品业,2000/6/8,2008/7/28,2008/7/28,CNY,4.28,5.28,CNY,64000,CNY,2008/7/18,1,2,N,,2017/4/24,,4
10,2264,新华都,新华都购物广场股份有限公司,"New Huadu Supercenter Co.,Ltd.",6,商业,H11,零售业,F52,零售业,2004/5/17,2008/7/31,2008/7/31,CNY,11,12,CNY,26800,CNY,2008/7/21,1,2,A,,2017/9/27,,4
10,2265,西仪股份,云南西仪工业股份有限公司,"YUNNAN XIYI INDUSTRY CO., LTD.",5,工业,C7505,汽车制造业,C36,汽车制造业,2005/3/28,2008/8/6,2008/8/6,CNY,1.88,2.88,CNY,73000,CNY,2008/7/25,1,2,A,,2017/4/27,,4
10,2266,浙富控股,浙富控股集团股份有限公司,"ZHEFU HOLDING GROUP CO.,LTD",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,2004/3/26,2008/8/6,2008/8/6,CNY,13.29,14.29,CNY,35800,CNY,2008/7/25,1,2,A,,2017/4/27,,4
10,2267,陕天然气,陕西省天然气股份有限公司,"SHAANXI PROVINCIAL NATURAL GAS CO., LTD.",5,工业,D03,煤气生产和供应业,D45,燃气生产和供应业,2005/11/1,2008/8/13,2008/8/13,CNY,9.59,10.59,CNY,100000,CNY,2008/7/31,1,2,A,,2017/8/16,,4
10,2268,卫士通,成都卫士通信息产业股份有限公司,ChengDu Westone Information Industry Inc.,2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,1998/4/23,2008/8/11,2008/8/11,CNY,11.12,12.12,CNY,17000,CNY,2008/7/30,1,2,A,,2017/4/27,,4
10,2269,美邦服饰,上海美特斯邦威服饰股份有限公司,"Shanghai Metersbonwe Fashion and Accessories Co., Ltd.",5,工业,C13,服装及其他纤维制品制造业,C18,纺织服装、服饰业,2000/12/6,2008/8/28,2008/8/28,CNY,18.76,19.76,CNY,70000,CNY,2008/8/14,1,2,A,,2017/4/27,,4
10,2270,华明装备,华明电力装备股份有限公司,"HUAMING POWER EQUIPMENT CO., LTD.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,2002/8/19,2008/9/5,2008/9/5,CNY,7.7,8.7,CNY,36500,CNY,2008/8/26,1,2,A,,2017/4/27,,4
10,2271,东方雨虹,北京东方雨虹防水技术股份有限公司,"BEIJING ORIENTAL YUHONG WATERPROOF TECHNOLOGY CO., LTD.",5,工业,C61,非金属矿物制品业,C30,非金属矿物制品业,1998/3/30,2008/9/10,2008/9/10,CNY,16.33,17.33,CNY,13200,CNY,2008/9/1,1,2,A,,2017/4/27,,4
10,2272,川润股份,四川川润股份有限公司,"Sichuan Crun Co., Ltd.",5,工业,C71,普通机械制造业,C34,通用设备制造业,2007/2/5,2008/9/19,2008/9/19,CNY,9.44,10.44,CNY,23000,CNY,2008/9/8,1,2,A,,2017/4/27,,4
10,2273,水晶光电,浙江水晶光电科技股份有限公司,"Zhejiang Crystal-optech Co., Ltd.",5,工业,C51,电子元器件制造业,C39,计算机、通信和其他电子设备制造业,2002/8/2,2008/9/19,2008/9/19,CNY,14.29,15.29,CNY,16700,CNY,2008/9/5,1,2,A,,2017/4/27,,4
10,2274,华昌化工,江苏华昌化工股份有限公司,"Jiangsu Hua Chang Chemical Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2004/2/27,2008/9/25,2008/9/25,CNY,9.01,10.01,CNY,51000,CNY,2008/9/16,1,2,A,,2017/4/27,,4
