Cuntrycd,Stkcd,Stknme,Conme,Conme_en,Indcd,Indnme,Nindcd,Nindnme,Nnindcd,Nnindnme,Estbdt,Listdt,Favaldt,Curtrd,Ipoprm,Ipoprc,Ipocur,Nshripo,Parvcur,Ipodt,Parval,Sctcd,Statco,Crcd,Statdt,Commnt,Markettype
10,1,平安银行,平安银行股份有限公司,"Ping An Bank Co., Ltd.",1,金融,I01,银行业,J66,货币金融服务,1987/12/22,1991/4/3,1991/4/3,CNY,20,40,CNY,350,CNY,1989/3/10,20,2,A,,2017/4/27,,4
10,2,万科A,万科企业股份有限公司,"China Vanke Co., Ltd.",3,房地产,J01,房地产开发与经营业,K70,房地产业,1984/5/30,1991/1/29,1991/1/29,CNY,0,1,CNY,28000,CNY,1988/12/28,1,2,A,,2017/7/18,2202,4
10,3,PT 金田A,金田实业(集团)股份有限公司,"Gintian Industry (Group) Co., Ltd.",4,综合,M,综合类,S90,综合,1988/11/9,1991/7/3,1991/7/3,CNY,9,10,CNY,452,CNY,1989/2/28,1,2,D,200003,2002/6/14,,4
10,4,国农科技,深圳中国农大科技股份有限公司,"Shenzhen Cau Technology Co., Ltd.",5,工业,C81,医药制造业,C27,医药制造业,1986/5/5,1991/1/14,1991/1/14,CNY,0,1,CNY,12500,CNY,1989/12/23,1,2,A,,2017/6/15,,4
10,5,世纪星源,深圳世纪星源股份有限公司,SHENZHEN FOUNTAIN CORPORATION,2,公用事业,K99,其他社会服务业,N77,生态保护和环境治理业,1988/12/22,1990/12/10,1991/1/4,CNY,9,10,CNY,44339,CNY,1990/3/3,1,2,A,,2017/4/27,,4
10,6,深振业A,深圳市振业(集团)股份有限公司,"SHENZHEN ZHENYE (GROUP) CO., LTD.",3,房地产,J01,房地产开发与经营业,K70,房地产业,1989/5/25,1992/4/27,1992/4/27,CNY,9,10,CNY,15595,CNY,1989/8/1,1,2,N,,2017/9/11,,4
10,7,全新好,深圳市全新好股份有限公司,"Shenzhen Quanxinhao Co.,Ltd.",3,房地产,J01,房地产开发与经营业,K70,房地产业,1989/1/12,1992/4/13,1992/4/13,CNY,0,1,CNY,8400,CNY,1988/12/1,1,2,A,,2017/7/17,,4
10,8,神州高铁,神州高铁技术股份有限公司,"China High-Speed Railway Technology Co., Ltd.",5,工业,C75,交通运输设备制造业,C37,铁路、船舶、航空航天和其它运输设备制造业,1989/10/11,1992/5/7,1992/5/7,CNY,9,10,CNY,11384,CNY,1989/10/1,1,2,A,,2017/9/19,,4
10,9,中国宝安,中国宝安集团股份有限公司,"China Baoan Group Co., Ltd.",4,综合,M,综合类,S90,综合,1990/9/1,1991/6/25,1991/6/25,CNY,2,3,CNY,60000,CNY,1991/6/14,1,2,A,,2017/4/27,,4
10,10,美丽生态,深圳美丽生态股份有限公司,"SHENZHEN ECOBEAUTY CO.,LTD.",3,房地产,E01,土木工程建筑业,E48,土木工程建筑业,1988/12/31,1995/10/27,1995/10/27,CNY,0,1,CNY,16999,CNY,1993/6/1,1,2,A,,2017/4/27,,4
10,11,深物业A,深圳市物业发展(集团)股份有限公司,"Shenzhen Properties and Resources Development (Group)Co., Ltd.",3,房地产,J01,房地产开发与经营业,K70,房地产业,1983/1/17,1992/3/30,1992/3/30,CNY,2.6,3.6,CNY,41500,CNY,1991/10/1,1,2,A,200011,2017/4/27,,4
10,12,南玻A,中国南玻集团股份有限公司,"CSG HOLDING CO., LTD.",5,工业,C61,非金属矿物制品业,C30,非金属矿物制品业,1992/1/28,1992/2/28,1992/2/28,CNY,2.38,3.38,CNY,20300,CNY,1991/12/3,1,2,A,200012,2017/4/27,,4
10,13,*ST 石化A,深圳石化工业集团股份有限公司,"Shenzhen Petrochemical Industry (Group) Co., Ltd.",6,商业,H03,能源、材料和机械电子设备批发业,F51,批发业,1992/3/18,1992/5/6,1992/5/6,CNY,1.8,2.8,CNY,23500,CNY,1991/12/11,1,2,D,200013,2004/9/20,,4
10,14,沙河股份,沙河实业股份有限公司,"SHAHE INDUSTRIAL CO., LTD.",3,房地产,J01,房地产开发与经营业,K70,房地产业,1992/4/21,1992/6/2,1992/6/2,CNY,1.38,2.38,CNY,11000,CNY,1991/12/19,1,2,A,,2017/4/27,,4
10,15,PT 中浩A,深圳中浩(集团)股份有限公司,"Shenzhen Zhonghao (Group) Co., Ltd.",4,综合,M,综合类,S90,综合,1992/5/8,1992/6/25,1992/6/25,CNY,1.78,2.78,CNY,14400,CNY,1991/12/14,1,2,D,200015,2001/10/25,,4
10,16,深康佳A,康佳集团股份有限公司,"KONKA GROUP CO., LTD.",5,工业,C55,日用电子器具制造业,C39,计算机、通信和其他电子设备制造业,1992/3/6,1992/3/27,1992/3/27,CNY,2.9,3.9,CNY,30150,CNY,1991/12/24,1,2,A,200016,2017/4/27,,4
10,17,深中华A,深圳中华自行车(集团)股份有限公司,"Shenzhen China Bicycle Company(Holdings) Co., Ltd.",5,工业,C75,交通运输设备制造业,C37,铁路、船舶、航空航天和其它运输设备制造业,1992/3/12,1992/3/31,1992/3/31,CNY,2.75,3.75,CNY,32800,CNY,1991/12/28,1,2,A,200017,2017/5/23,,4
10,18,神州长城,神州长城股份有限公司,"Sino Great Wall Co., Ltd.",4,综合,E05,装修装饰业,E50,建筑装饰和其他建筑业,1992/5/9,1992/6/16,1992/6/16,CNY,0.5,1.5,CNY,15200,CNY,1992/1/7,1,2,A,200018,2017/4/27,,4
10,19,深深宝A,深圳市深宝实业股份有限公司,"Shenzhen Shenbao Industrial Co., Ltd.",5,工业,C05,饮料制造业,C15,酒、饮料和精制茶制造业,1992/8/6,1992/10/12,1992/10/12,CNY,1.1,2.1,CNY,19400,CNY,1991/12/1,1,2,N,200019,2017/8/22,,4
10,20,深华发A,深圳中恒华发股份有限公司,"Shenzhen Zhongheng Huafa Co., Ltd.",5,工业,C55,日用电子器具制造业,C39,计算机、通信和其他电子设备制造业,1992/3/30,1992/4/28,1992/4/28,CNY,0.9,1.9,CNY,29630,CNY,1992/1/20,1,2,A,200020,2017/8/25,,4
10,21,深科技,深圳长城开发科技股份有限公司,"Shenzhen Kaifa Technology Co., Ltd.",5,工业,G83,计算机及相关设备制造业,C39,计算机、通信和其他电子设备制造业,1993/12/29,1994/2/2,1994/2/2,CNY,3.65,4.65,CNY,25675,CNY,1993/11/22,1,2,A,,2017/4/27,,4
10,22,深赤湾A,深圳赤湾港航股份有限公司,"Shenzhen Chiwan Wharf Holdings Co., Ltd.",2,公用事业,F07,水上运输业,G55,水上运输业,1993/3/21,1993/5/5,1993/5/5,CNY,2.1,3.1,CNY,46000,CNY,1993/2/18,1,2,A,200022,2017/4/27,,4
10,23,深天地A,深圳市天地(集团)股份有限公司,"Shenzhen Universe (Group)Co., Ltd.",5,工业,C61,非金属矿物制品业,C30,非金属矿物制品业,1993/3/28,1993/4/29,1993/4/29,CNY,2.1,3.1,CNY,25300,CNY,1993/3/1,1,2,A,,2017/8/14,,4
10,24,招商地产,招商局地产控股股份有限公司,"China Merchants Property Development Co., Ltd.",3,房地产,J01,房地产开发与经营业,K70,房地产业,1993/4/10,1993/6/7,1993/6/7,CNY,2.4,3.4,CNY,27000,CNY,1993/3/15,1,2,D,200024,2015/12/30,,4
10,25,特力A,深圳市特力(集团)股份有限公司,"Shenzhen Tellus Holding Co., Ltd.",6,商业,H03,能源、材料和机械电子设备批发业,F51,批发业,1993/4/18,1993/6/21,1993/6/21,CNY,3.18,4.18,CNY,25980,CNY,1993/3/15,1,2,A,200025,2017/7/24,,4
10,26,飞亚达A,飞亚达(集团)股份有限公司,FIYTA HOLDINGS LTD.,6,商业,H11,零售业,F52,零售业,1993/4/18,1993/6/3,1993/6/3,CNY,2.6,3.6,CNY,12500,CNY,1993/3/10,1,2,A,200026,2017/4/27,,4
10,27,深圳能源,深圳能源集团股份有限公司,"SHENZHEN ENERGY GROUP CO., LTD.",5,工业,D01,电力、蒸汽、热水的生产和供应业,D44,电力、热力生产和供应业,1993/6/27,1993/9/3,1993/9/3,CNY,2.5,3.5,CNY,107300,CNY,1993/4/6,1,2,A,,2017/4/27,,4
10,28,国药一致,国药集团一致药业股份有限公司,China National Accord Medicines Corporation Ltd.,6,商业,H01,食品、饮料、烟草和家庭用品批发业,F51,批发业,1993/7/3,1993/8/9,1993/8/9,CNY,2.5,3.5,CNY,30000,CNY,1993/5/5,1,2,A,200028,2017/4/27,,4
10,29,深深房A,深圳经济特区房地产(集团)股份有限公司,"Shenzhen Special Economic Zone Real Estate and Properties (Group) Co., Ltd.",3,房地产,J01,房地产开发与经营业,K70,房地产业,1993/8/15,1993/9/15,1993/9/15,CNY,2.8,3.8,CNY,112000,CNY,1993/6/21,1,2,N,200029,2016/9/14,,4
10,30,富奥股份,富奥汽车零部件股份有限公司,FAWER Automotive Parts Limited Company,5,工业,C75,交通运输设备制造业,C36,汽车制造业,1993/8/28,1993/9/29,1993/9/29,CNY,3.55,4.55,CNY,43500,CNY,1993/6/28,1,2,A,200030,2017/4/27,,4
10,31,中粮地产,中粮地产(集团)股份有限公司,"COFCO Property (Group) Co., Ltd.",3,房地产,J01,房地产开发与经营业,K70,房地产业,1993/9/26,1993/10/8,1993/10/8,CNY,3.38,4.38,CNY,67000,CNY,1993/8/8,1,2,N,,2017/7/24,,4
10,32,深桑达A,深圳市桑达实业股份有限公司,"SHENZHEN SED INDUSTRY CO., LTD.",6,商业,H09,其他批发业,F51,批发业,1993/9/26,1993/10/28,1993/10/28,CNY,2.36,3.36,CNY,27500,CNY,1993/8/12,1,2,A,,2017/9/12,,4
10,33,新都退,深圳新都酒店股份有限公司,"Shenzhen Century Plaza Hotel Co., Ltd.",6,商业,K32,旅馆业,H61,住宿业,1990/3/8,1994/1/3,1994/1/3,CNY,2.15,3.15,CNY,42000,CNY,1993/9/30,1,2,D,,2017/7/7,,4
10,34,神州数码,神州数码集团股份有限公司,"Digital China Group Co.,Ltd.",6,商业,H01,食品、饮料、烟草和家庭用品批发业,F51,批发业,1982/6/1,1994/5/9,1994/5/9,CNY,4.2,5.2,CNY,46800,CNY,1993/10/18,1,2,N,,2017/9/29,,4
10,35,中国天楹,中国天楹股份有限公司,China Tianying Inc.,2,公用事业,K99,其他社会服务业,N77,生态保护和环境治理业,1984/12/31,1994/4/8,1994/4/8,CNY,2.9,3.9,CNY,15000,CNY,1993/11/24,1,2,N,,2017/8/22,,4
10,36,华联控股,华联控股股份有限公司,CHINA UNION HOLDINGS LTD.,3,房地产,J01,房地产开发与经营业,K70,房地产业,1994/1/29,1994/6/17,1994/6/17,CNY,1.6,2.6,CNY,34100,CNY,1993/12/13,1,2,A,,2017/4/27,,4
10,37,深南电A,深圳南山热电股份有限公司,Shenzhen Nanshan Power Company Limited,5,工业,D01,电力、蒸汽、热水的生产和供应业,D44,电力、热力生产和供应业,1993/11/25,1994/7/1,1994/7/1,CNY,3.6,4.6,CNY,40000,CNY,1994/1/3,1,2,A,200037,2017/4/27,,4
10,38,深大通,深圳大通实业股份有限公司,"Shenzhen Capstone Industrial Co., Ltd.",2,公用事业,K99,其他社会服务业,L72,商务服务业,1987/6/24,1994/8/8,1994/8/8,CNY,2.68,3.68,CNY,12000,CNY,1993/12/10,1,2,S,,2007/5/22,,4
10,39,中集集团,中国国际海运集装箱(集团)股份有限公司,"China International Marine Containers (Group) Co., Ltd.",5,工业,C69,金属制品业,C33,金属制品业,1992/9/30,1994/4/8,1994/4/8,CNY,7.5,8.5,CNY,12000,CNY,1994/2/1,1,2,A,,2017/4/27,2039,4
10,40,东旭蓝天,东旭蓝天新能源股份有限公司,"TUNGHSU AZURE RENEWABLE ENERGY CO.,LTD.",3,房地产,E01,土木工程建筑业,E48,土木工程建筑业,1993/12/30,1994/8/8,1994/8/8,CNY,5,6,CNY,22000,CNY,1994/2/18,1,2,A,,2017/5/3,,4
10,42,中洲控股,深圳市中洲投资控股股份有限公司,"SHENZHEN CENTRALCON INVESTMENT HOLDING CO., LTD",3,房地产,J01,房地产开发与经营业,K70,房地产业,1994/9/13,1994/9/21,1994/9/21,CNY,9.8,10.8,CNY,16300,CNY,1994/5/26,1,2,A,,2017/4/27,,4
10,43,中航地产,中航地产股份有限公司,AVIC REAL ESTATE HOLDING COMPANY LIMITED,3,房地产,J01,房地产开发与经营业,K70,房地产业,1994/9/24,1994/9/28,1994/9/28,CNY,4.5,5.5,CNY,20280,CNY,1994/6/6,1,2,A,,2017/4/27,,4
10,45,深纺织A,深圳市纺织(集团)股份有限公司,"SHENZHEN TEXTILE (HOLDINGS) CO., LTD.",5,工业,G83,计算机及相关设备制造业,C39,计算机、通信和其他电子设备制造业,1994/8/6,1994/8/15,1994/8/15,CNY,2.9,3.9,CNY,16800,CNY,1994/5/28,1,2,A,200045,2017/4/27,,4
10,46,泛海控股,泛海控股股份有限公司,"OCEANWIDE HOLDINGS CO., LTD.",3,房地产,J01,房地产开发与经营业,K70,房地产业,1994/8/13,1994/9/12,1994/9/12,CNY,5.3,6.3,CNY,13000,CNY,1994/5/31,1,2,A,,2017/4/27,,4
10,47,ST 中侨,深圳市中侨发展股份有限公司,"Shenzhen Overglobe Development Co., Ltd.",3,房地产,J01,房地产开发与经营业,K70,房地产业,1994/9/28,1994/10/21,1994/10/21,CNY,3.05,4.05,CNY,16000,CNY,1994/6/20,1,2,D,,2003/5/30,,4
10,48,康达尔,深圳市康达尔(集团)股份有限公司,"Shenzhen Kondarl (Group) Co., Ltd.",5,工业,C01,食品加工业,C13,农副食品加工业,1994/9/21,1994/11/1,1994/11/1,CNY,3.8,4.8,CNY,21800,CNY,1994/6/23,1,2,A,,2017/4/27,,4
10,49,德赛电池,深圳市德赛电池科技股份有限公司,"SHENZHEN DESAY BATTERY TECHNOLOGY CO., LTD.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,1995/2/18,1995/3/20,1995/3/20,CNY,3.95,4.95,CNY,14000,CNY,1995/1/10,1,2,A,,2017/4/27,,4
10,50,深天马A,天马微电子股份有限公司,"Tianma Microelectronics Co., Ltd.",5,工业,C51,电子元器件制造业,C39,计算机、通信和其他电子设备制造业,1995/2/26,1995/3/15,1995/3/15,CNY,3.5,4.5,CNY,11000,CNY,1995/1/16,1,2,A,,2017/4/27,,4
10,55,方大集团,方大集团股份有限公司,"China Fangda Group Co., Ltd.",5,工业,C69,金属制品业,C33,金属制品业,1995/12/13,1996/4/15,1996/4/15,CNY,4.18,5.18,CNY,20000,CNY,1996/3/29,1,2,A,200055,2017/4/27,,4
10,56,皇庭国际,深圳市皇庭国际企业股份有限公司,"SHENZHEN WONGTEE INTERNATIONAL ENTERPRISE CO.,LTD.",3,房地产,J05,房地产管理业,K70,房地产业,1993/3/18,1996/7/8,1996/7/8,CNY,3.78,4.78,CNY,20000,CNY,1996/6/21,1,2,A,200056,2017/4/27,,4
10,58,深赛格,深圳赛格股份有限公司,"SHENZHEN SEG CO., LTD.",2,公用事业,K2010,会计、统计、审计咨询服务业,L72,商务服务业,1996/7/16,1996/12/26,1996/12/26,CNY,5.8,6.8,CNY,25000,CNY,1996/12/12,1,2,A,200058,2017/4/27,,4
10,59,华锦股份,北方华锦化学工业股份有限公司,"North Huajin Chemical Industries Co.,Ltd",5,工业,C41,石油加工及炼焦业,C25,石油加工、炼焦及核燃料加工业,1997/1/18,1997/1/30,1997/1/30,CNY,4.38,5.38,CNY,130000,CNY,1997/1/3,1,2,A,,2017/4/27,,4
10,60,中金岭南,深圳市中金岭南有色金属股份有限公司,Shenzhen Zhongjin Lingnan Nonfemet Company Limited,5,工业,C67,有色金属冶炼及压延加工业,C32,有色金属冶炼及压延加工业,1994/6/6,1997/1/23,1997/1/23,CNY,7,8,CNY,20000,CNY,1997/1/10,1,2,A,,2017/4/27,,4
10,61,农产品,深圳市农产品股份有限公司,"Shenzhen Agricultural Products Co., Ltd.",2,公用事业,K2010,会计、统计、审计咨询服务业,L72,商务服务业,1994/1/19,1997/1/10,1997/1/10,CNY,7.38,8.38,CNY,19000,CNY,1996/12/26,1,2,A,,2017/9/27,,4
10,62,深圳华强,深圳华强实业股份有限公司,"Shenzhen Huaqiang Industry Co., Ltd.",6,商业,H09,其他批发业,F51,批发业,1994/1/19,1997/1/30,1997/1/30,CNY,10.4,11.4,CNY,20000,CNY,1997/1/20,1,2,A,,2017/7/24,,4
10,63,中兴通讯,中兴通讯股份有限公司,ZTE CORPORATION,5,工业,G81,通信及相关设备制造业,C39,计算机、通信和其他电子设备制造业,1997/11/11,1997/11/18,1997/11/18,CNY,5.81,6.81,CNY,65000,CNY,1997/10/6,1,2,A,,2017/4/27,763,4
10,65,北方国际,北方国际合作股份有限公司,NORINCO INTERNATIONAL COOPERATION LTD.,3,房地产,E01,土木工程建筑业,E48,土木工程建筑业,1998/5/14,1998/6/5,1998/6/5,CNY,2.98,3.98,CNY,12500,CNY,1998/4/16,1,2,A,,2017/4/27,,4
10,66,中国长城,中国长城科技集团股份有限公司,"CHINA GREATWALL TECHNOLOGY GROUP CO., LTD.",5,工业,G83,计算机及相关设备制造业,C39,计算机、通信和其他电子设备制造业,1997/6/20,1997/6/26,1997/6/26,CNY,5.58,6.58,CNY,57000,CNY,1997/6/10,1,2,A,,2017/4/27,,4
10,68,华控赛格,深圳华控赛格股份有限公司,"SHENZHEN HUAKONG SEG CO.,LTD.",5,工业,C51,电子元器件制造业,C39,计算机、通信和其他电子设备制造业,1997/6/6,1997/6/11,1997/6/11,CNY,4.45,5.45,CNY,150000,CNY,1997/5/21,1,2,A,,2017/4/27,,4
10,69,华侨城A,深圳华侨城股份有限公司,"Shenzhen Overseas Chinese Town Co., Ltd.",2,公用事业,K34,旅游业,N78,公共设施管理业,1997/9/2,1997/9/10,1997/9/10,CNY,5.18,6.18,CNY,50000,CNY,1997/8/4,1,2,A,,2017/4/27,,4
10,70,特发信息,深圳市特发信息股份有限公司,"Shenzhen SDG Information Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,1999/7/29,2000/5/11,2000/5/11,CNY,6.9,7.9,CNY,70000,CNY,2000/3/24,1,2,A,,2017/4/27,,4
10,78,海王生物,深圳市海王生物工程股份有限公司,"Shenzhen Neptunus Bioengineering Co., Ltd.",6,商业,H11,零售业,F52,零售业,1998/9/1,1998/12/18,1998/12/18,CNY,4.36,5.36,CNY,19100,CNY,1998/8/7,1,2,A,,2017/4/27,,4
10,88,盐田港,深圳市盐田港股份有限公司,"Shenzhen Yan Tian Port Holdings Co., Ltd.",2,公用事业,F03,公路运输业,G54,道路运输业,1997/7/21,1997/7/28,1997/7/28,CNY,4.31,5.31,CNY,125000,CNY,1997/7/7,1,2,A,,2017/4/27,,4
10,89,深圳机场,深圳市机场股份有限公司,"Shenzhen Airport Co., Ltd.",2,公用事业,F09,航空运输业,G56,航空运输业,1998/4/10,1998/4/20,1998/4/20,CNY,5.38,6.38,CNY,100000,CNY,1998/3/11,1,2,A,,2017/4/27,,4
10,90,天健集团,深圳市天健(集团)股份有限公司,"SHENZHEN TAGEN GROUP CO., LTD.",3,房地产,E01,土木工程建筑业,E48,土木工程建筑业,1993/12/6,1999/7/21,1999/7/21,CNY,7,8,CNY,58000,CNY,1999/7/1,1,2,A,,2017/4/27,,4
10,96,广聚能源,深圳市广聚能源股份有限公司,"SHENZHEN GUANGJU ENERGY CO., LTD.",6,商业,H03,能源、材料和机械电子设备批发业,F51,批发业,1999/2/18,2000/7/24,2000/7/24,CNY,5,6,CNY,85000,CNY,2000/7/10,1,2,A,,2017/4/27,,4
10,99,中信海直,中信海洋直升机股份有限公司,"CITIC OFFSHORE HELICOPTER CO., LTD.",2,公用事业,F09,航空运输业,G56,航空运输业,1999/2/11,2000/7/31,2000/7/31,CNY,9.2,10.2,CNY,60000,CNY,2000/7/3,1,2,N,,2017/5/4,,4
10,100,TCL集团,TCL集团股份有限公司,TCL CORPORATION,5,工业,C55,日用电子器具制造业,C39,计算机、通信和其他电子设备制造业,2002/4/19,2004/1/30,2004/1/30,CNY,3.26,4.26,CNY,994396,CNY,2004/1/7,1,2,A,,2017/9/21,,4
10,150,宜华健康,宜华健康医疗股份有限公司,"YIHUA HEALTHCARE Co.,Ltd.",2,公用事业,K37,卫生、保健、护理服务业,Q83,卫生,1993/2/19,2000/8/7,2000/8/7,CNY,6.68,7.68,CNY,70000,CNY,2000/7/21,1,2,A,,2017/4/27,,4
10,151,中成股份,中成进出口股份有限公司,"China National Complete Plant Import and Export Co., Ltd.",6,商业,H09,其他批发业,F51,批发业,1999/3/1,2000/9/6,2000/9/6,CNY,6.78,7.78,CNY,70000,CNY,2000/8/14,1,2,A,,2017/4/27,,4
10,153,丰原药业,安徽丰原药业股份有限公司,"ANHUI FENGYUAN PHARMACEUTICAL CO., LTD.",5,工业,C81,医药制造业,C27,医药制造业,1997/8/30,2000/9/20,2000/9/20,CNY,17.8,18.8,CNY,25000,CNY,2000/9/7,1,2,A,,2017/7/12,,4
10,155,*ST 川化,川化股份有限公司,Sichuan Chemical Company Limited.,5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,1997/10/20,2000/9/26,2000/9/26,CNY,5.18,6.18,CNY,130000,CNY,2000/9/8,1,2,S,,2016/5/10,,4
10,156,华数传媒,华数传媒控股股份有限公司,"Wasu Media Holding Co., Ltd.",2,公用事业,L10,广播电影电视业,R86,广播、电视、电影和影视录音制作业,1994/6/30,2000/9/6,2000/9/6,CNY,7.98,8.98,CNY,36000,CNY,2000/8/18,1,2,A,,2017/4/27,,4
10,157,中联重科,中联重科股份有限公司,"ZOOMLION HEAVY INDUSTRY SCIENCE AND TECHNOLOGY CO., LTD.",5,工业,C73,专用设备制造业,C35,专用设备制造业,1999/8/31,2000/10/12,2000/10/12,CNY,11.74,12.74,CNY,50000,CNY,2000/9/15,1,2,A,,2017/4/27,1157,4
10,158,常山股份,石家庄常山纺织股份有限公司,"SHIJIAZHUANG CHANGSHAN TEXTILE CO., LTD.",5,工业,C11,纺织业,C17,纺织业,1998/12/29,2000/7/24,2000/7/24,CNY,5.18,6.18,CNY,100000,CNY,2000/7/6,1,2,A,,2017/4/27,,4
10,159,国际实业,新疆国际实业股份有限公司,"Xinjiang International Industry Co., Ltd.",6,商业,H03,能源、材料和机械电子设备批发业,F51,批发业,1999/3/28,2000/9/26,2000/9/26,CNY,4.88,5.88,CNY,70000,CNY,2000/9/1,1,2,A,,2017/4/27,,4
10,166,申万宏源,申万宏源集团股份有限公司,"SHENWAN HONGYUAN GROUP CO., LTD",1,金融,I21,证券、期货业,J67,资本市场服务,1996/9/16,2015/1/26,2015/1/26,CNY,3.86,4.86,CNY,8140985,CNY,2015/1/25,1,2,A,,2017/4/27,,4
10,301,东方市场,江苏吴江中国东方丝绸市场股份有限公司,"Jingsu Wujiang China Eastern Silk Market Co., Ltd.",5,工业,D01,电力、蒸汽、热水的生产和供应业,D44,电力、热力生产和供应业,1998/7/16,2000/5/29,2000/5/29,CNY,3.18,4.18,CNY,105000,CNY,2000/4/24,1,2,N,,2017/3/13,,4
10,333,美的集团,美的集团股份有限公司,"Midea Group Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,2000/4/7,2013/9/18,2013/9/18,CNY,44,44.56,CNY,686323,CNY,2013/9/17,1,2,A,,2017/4/27,,4
10,338,潍柴动力,潍柴动力股份有限公司,"WEICHAI POWER CO., LTD.",5,工业,C7505,汽车制造业,C36,汽车制造业,2002/12/23,2007/4/30,2007/4/30,CNY,19.47,20.47,CNY,190654,CNY,2007/4/30,1,2,A,,2017/4/27,2338,4
10,400,许继电气,许继电气股份有限公司,"XJ ELECTRIC CO., LTD.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,1993/3/15,1997/4/18,1997/4/18,CNY,8.24,9.24,CNY,50000,CNY,1997/4/2,1,2,A,,2017/4/27,,4
10,401,冀东水泥,唐山冀东水泥股份有限公司,"TANGSHAN JIDONG CEMENT CO., LTD.",5,工业,C61,非金属矿物制品业,C30,非金属矿物制品业,1994/5/8,1996/6/14,1996/6/14,CNY,4.38,5.38,CNY,60000,CNY,1996/5/30,1,2,A,,2017/4/27,,4
10,402,金融街,金融街控股股份有限公司,"Financial Street Holding Co., Ltd.",3,房地产,J01,房地产开发与经营业,K70,房地产业,1996/6/18,1996/6/26,1996/6/26,CNY,2.68,3.68,CNY,30000,CNY,1996/6/6,1,2,A,,2017/4/27,,4
10,403,ST 生化,振兴生化股份有限公司,"ZHENXING BIOPHARMACEUTICAL AND CHEMICAL CO., LTD.",5,工业,C81,医药制造业,C27,医药制造业,1993/12/1,1996/6/28,1996/6/28,CNY,2.78,3.78,CNY,24000,CNY,1996/6/7,1,2,A,,2017/9/21,,4
10,404,华意压缩,华意压缩机股份有限公司,"HUAYI COMPRESSOR CO., LTD.",5,工业,C71,普通机械制造业,C34,通用设备制造业,1995/8/31,1996/6/19,1996/6/19,CNY,3.08,4.08,CNY,35000,CNY,1996/5/27,1,2,A,,2017/5/31,,4
10,405,ST 鑫光,珠海鑫光集团股份有限公司,"Zhuhai Shining Metals Group Co., Ltd.",5,工业,C67,有色金属冶炼及压延加工业,C32,有色金属冶炼及压延加工业,1992/8/10,1996/6/20,1996/6/20,CNY,2.6,3.6,CNY,23700,CNY,1996/5/28,1,2,D,,2004/3/19,,4
10,406,石油大明,中国石化胜利油田大明(集团)股份有限公司,"Sinopec Shengli Oil Field Dynamic Group Co., Ltd.",5,工业,B03,石油和天然气开采业,B07,石油和天然气开采业,1993/5/8,1996/6/28,1996/6/28,CNY,4.98,5.98,CNY,14419,CNY,1996/6/12,1,2,D,,2006/4/21,,4
10,407,胜利股份,山东胜利股份有限公司,"SHANDONG SHENGLI CO., LTD.",5,工业,D03,煤气生产和供应业,D45,燃气生产和供应业,1994/5/11,1996/7/3,1996/7/3,CNY,5,6,CNY,17500,CNY,1996/6/19,1,2,A,,2017/4/27,,4
10,408,藏格控股,藏格控股股份有限公司,ZANGGE HOLDING COMPANY LIMITED,5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,1996/6/25,1996/6/28,1996/6/28,CNY,3.8,4.8,CNY,15000,CNY,1996/6/13,1,2,A,,2017/9/1,,4
10,409,山东地矿,山东地矿股份有限公司,"Shandong Geo-mineral Co., Ltd.",4,综合,M,综合类,S90,综合,1993/4/28,1996/6/27,1996/6/27,CNY,4.68,5.68,CNY,21000,CNY,1996/6/12,1,2,A,,2017/7/6,,4
10,410,*ST 沈机,沈阳机床股份有限公司,"Shenyang Machine Tool Co., Ltd.",5,工业,C71,普通机械制造业,C34,通用设备制造业,1993/5/20,1996/7/18,1996/7/18,CNY,3.16,4.16,CNY,54000,CNY,1996/6/27,1,2,A,,2017/5/3,,4
10,411,英特集团,浙江英特集团股份有限公司,"Zhejiang Int'L Group Co., Ltd.",6,商业,H01,食品、饮料、烟草和家庭用品批发业,F51,批发业,1993/4/1,1996/7/16,1996/7/16,CNY,3.6,4.6,CNY,26200,CNY,1996/6/26,1,2,A,,2017/4/27,,4
10,412,ST 五环,长春北方五环实业股份有限公司,"Changchun North China Wohuan Co., Ltd.",4,综合,M,综合类,S90,综合,1993/6/28,1996/7/15,1996/7/15,CNY,7.98,8.98,CNY,16800,CNY,1996/7/1,1,2,D,,2003/9/19,,4
10,413,东旭光电,东旭光电科技股份有限公司,"Dongxu Optoelectronic Technology Co., Ltd.",5,工业,C51,电子元器件制造业,C39,计算机、通信和其他电子设备制造业,1992/12/26,1996/9/25,1996/9/25,CNY,5.28,6.28,CNY,29978,CNY,1996/9/11,1,2,A,200413,2017/8/25,,4
